key,type,release,milestone,epic,feature,title,area,priority,status,estimate,parent,depends_on,body_file
V1-E05-F02-S01,story,V1,V1,Open Banking,Transaction Sync,[V1-E05-F02-S01] Create transaction sync job,open-banking,medium,Backlog,5,V1-E05-F02,,portfolio/issues/stories/V1-E05-F02-S01-v1-e05-f02-s01-create-transaction-sync-job.md
V1-E05-F02-S02,story,V1,V1,Open Banking,Transaction Sync,[V1-E05-F02-S02] Create sync audit events,open-banking,medium,Backlog,5,V1-E05-F02,,portfolio/issues/stories/V1-E05-F02-S02-v1-e05-f02-s02-create-sync-audit-events.md
V1-E06,epic,V1,V1,Predictive Analytics,,[V1-E06] Predictive Analytics,analytics,medium,Backlog,,,,portfolio/issues/epics/V1-E06-v1-e06-predictive-analytics.md
V1-E06-F01,feature,V1,V1,Predictive Analytics,Cashflow Forecasting,[V1-E06-F01] Cashflow Forecasting,analytics,medium,Backlog,,V1-E06,,portfolio/issues/features/V1-E06-F01-v1-e06-f01-cashflow-forecasting.md
V1-E06-F01-S01,story,V1,V1,Predictive Analytics,Cashflow Forecasting,[V1-E06-F01-S01] Create cashflow forecast model,analytics,medium,Backlog,5,V1-E06-F01,,portfolio/issues/stories/V1-E06-F01-S01-v1-e06-f01-s01-create-cashflow-forecast-model.md
V1-E06-F01-S02,story,V1,V1,Predictive Analytics,Cashflow Forecasting,[V1-E06-F01-S02] Implement recurring transaction forecast,analytics,medium,Backlog,5,V1-E06-F01,,portfolio/issues/stories/V1-E06-F01-S02-v1-e06-f01-s02-implement-recurring-transaction-forecast.md
V1-E06-F01-S03,story,V1,V1,Predictive Analytics,Cashflow Forecasting,[V1-E06-F01-S03] Implement scenario forecast,analytics,medium,Backlog,5,V1-E06-F01,,portfolio/issues/stories/V1-E06-F01-S03-v1-e06-f01-s03-implement-scenario-forecast.md
V1-E06-F02,feature,V1,V1,Predictive Analytics,Trend Analytics,[V1-E06-F02] Trend Analytics,analytics,medium,Backlog,,V1-E06,,portfolio/issues/features/V1-E06-F02-v1-e06-f02-trend-analytics.md
V1-E06-F02-S01,story,V1,V1,Predictive Analytics,Trend Analytics,[V1-E06-F02-S01] Create spend trend analysis,analytics,medium,Backlog,5,V1-E06-F02,,portfolio/issues/stories/V1-E06-F02-S01-v1-e06-f02-s01-create-spend-trend-analysis.md
V1-E06-F02-S02,story,V1,V1,Predictive Analytics,Trend Analytics,[V1-E06-F02-S02] Create income trend analysis,analytics,medium,Backlog,5,V1-E06-F02,,portfolio/issues/stories/V1-E06-F02-S02-v1-e06-f02-s02-create-income-trend-analysis.md
V1-E07,epic,V1,V1,Fraud and Risk Detection,,[V1-E07] Fraud and Risk Detection,analytics,medium,Backlog,,,,portfolio/issues/epics/V1-E07-v1-e07-fraud-and-risk-detection.md
V1-E07-F01,feature,V1,V1,Fraud and Risk Detection,Anomaly Detection,[V1-E07-F01] Anomaly Detection,analytics,medium,Backlog,,V1-E07,,portfolio/issues/features/V1-E07-F01-v1-e07-f01-anomaly-detection.md
V1-E07-F01-S01,story,V1,V1,Fraud and Risk Detection,Anomaly Detection,[V1-E07-F01-S01] Create anomaly detection rules,analytics,medium,Backlog,5,V1-E07-F01,,portfolio/issues/stories/V1-E07-F01-S01-v1-e07-f01-s01-create-anomaly-detection-rules.md
V1-E07-F01-S02,story,V1,V1,Fraud and Risk Detection,Anomaly Detection,[V1-E07-F01-S02] Create behavior baseline model,analytics,medium,Backlog,5,V1-E07-F01,,portfolio/issues/stories/V1-E07-F01-S02-v1-e07-f01-s02-create-behavior-baseline-model.md
V1-E07-F01-S03,story,V1,V1,Fraud and Risk Detection,Anomaly Detection,[V1-E07-F01-S03] Create risk alert model,analytics,medium,Backlog,5,V1-E07-F01,,portfolio/issues/stories/V1-E07-F01-S03-v1-e07-f01-s03-create-risk-alert-model.md
V1-E07-F02,feature,V1,V1,Fraud and Risk Detection,Compliance and Audit,[V1-E07-F02] Compliance and Audit,security,medium,Backlog,,V1-E07,,portfolio/issues/features/V1-E07-F02-v1-e07-f02-compliance-and-audit.md
V1-E07-F02-S01,story,V1,V1,Fraud and Risk Detection,Compliance and Audit,[V1-E07-F02-S01] Create audit search API,security,medium,Backlog,5,V1-E07-F02,,portfolio/issues/stories/V1-E07-F02-S01-v1-e07-f02-s01-create-audit-search-api.md
V1-E07-F02-S02,story,V1,V1,Fraud and Risk Detection,Compliance and Audit,[V1-E07-F02-S02] Create compliance report export,security,medium,Backlog,5,V1-E07-F02,,portfolio/issues/stories/V1-E07-F02-S02-v1-e07-f02-s02-create-compliance-report-export.md
V1-E99-F01-S01,story,V1,V1,Enhancements,Future Enhancements,[V1-E99-F01-S01] Mobile companion app planning spike,analytics,low,Backlog,8,,,portfolio/issues/stories/V1-E99-F01-S01-v1-e99-f01-s01-mobile-companion-app-planning-spike.md
V1-E99-F01-S02,story,V1,V1,Enhancements,Future Enhancements,[V1-E99-F01-S02] White-label reporting theme engine,reporting,low,Backlog,8,,,portfolio/issues/stories/V1-E99-F01-S02-v1-e99-f01-s02-white-label-reporting-theme-engine.md
V1-E99-F01-S03,story,V1,V1,Enhancements,Future Enhancements,[V1-E99-F01-S03] Advisor workspace dashboard,reporting,low,Backlog,8,,,portfolio/issues/stories/V1-E99-F01-S03-v1-e99-f01-s03-advisor-workspace-dashboard.md
V1-E99-F01-S04,story,V1,V1,Enhancements,Future Enhancements,[V1-E99-F01-S04] Fine-tuned merchant classifier research spike,ai,low,Backlog,8,,,portfolio/issues/stories/V1-E99-F01-S04-v1-e99-f01-s04-fine-tuned-merchant-classifier-research-spike.md
V1-E99-F01-S05,story,V1,V1,Enhancements,Future Enhancements,[V1-E99-F01-S05] POPIA compliance checklist and DPIA,security,low,Backlog,8,,,portfolio/issues/stories/V1-E99-F01-S05-v1-e99-f01-s05-popia-compliance-checklist-and-dpia.md
